"","competition","trial","culture_conditions","Condition","Timepoint_hr","CFU_per_mL_total","mean_CFU_per_mL","log_mean_CFU_per_mL","sem_CFU_per_mL","log_sem_CFU_per_mL","fold_change","log_fold_change","mean_fold_change","mean_log_fold_change"
"123","DTT","trial_5","spent","JV537_sp_DTT_5","T24",2e+07,106150100,8.02592040763464,98043266.4185052,7.99141777181608,7.14285714285714,0.853871964321762,38.2187678571429,1.58227668163397
"124","DTT","trial_5","spent","JV537_sp_DTT_0.5","T24",4.6e+07,177000950,8.24797559731464,141610573.643246,8.15109568205059,11.5,1.06069784035361,58.3612807539683,1.76612481403495
"125","Phen_Ec_ane","trial_1","control","JV10_LB","T0",3400000,3400000,6.53147891704226,525357.021462548,5.72045454103261,NA,NA,NA,NA
"126","Phen_Ec_ane","trial_1","spent","JV10_ss","T0",3e+06,2920000,6.46538285144842,241660.919471891,5.3832064235562,NA,NA,NA,NA
"127","Phen_Ec_ane","trial_1","spent","JV10_JV531_sp","T0",3400000,3240000,6.51054501020661,74833.1477354788,4.8740940135031,NA,NA,NA,NA
"128","Phen_Ec_ane","trial_1","spent","JV10_JV534_sp","T0",5800000,3880000,6.58883172559421,574804.314527996,5.75952001932417,NA,NA,NA,NA
"129","Phen_Ec_ane","trial_1","spent","JV10_JV537_sp","T0",4400000,3640000,6.56110138364906,292574.776766556,5.46623688233858,NA,NA,NA,NA
"130","Phen_Ec_ane","trial_1","spent","JV10_JV540_sp","T0",2800000,3080000,6.48855071650044,185472.369909914,5.26827922128576,NA,NA,NA,NA
"131","Phen_Ec_ane","trial_1","control","JV10_LB","T24",6.6e+08,4.64e+08,8.66651798055488,62417946.137309,7.79530947410329,194.117647058824,2.28806501849961,150.654217242453,2.17798129332428
"132","Phen_Ec_ane","trial_1","spent","JV10_ss","T24",1e+07,5640000,6.75127910398334,1178812.96226331,6.07144490271952,3.33333333333333,0.522878745280338,1.99142156862745,0.299163206561032
"133","Phen_Ec_ane","trial_1","spent","JV10_JV531_sp","T24",5e+06,11400000,7.05690485133647,3140700.55879258,6.49702653179384,1.47058823529412,0.167491087293764,3.50058823529412,0.54414102888652
"134","Phen_Ec_ane","trial_1","spent","JV10_JV534_sp","T24",9600000,13480000,7.1296898921993,5687741.20367655,6.75493982745937,1.6551724137931,0.218843239476631,3.49201268584209,0.543075812748655
"135","Phen_Ec_ane","trial_1","spent","JV10_JV537_sp","T24",4.6e+07,12892400,7.11033377148332,8383954.7804124,6.923448927241,10.4545454545455,1.01930515519539,3.11059797979798,0.49284388560649
"136","Phen_Ec_ane","trial_1","spent","JV10_JV540_sp","T24",2.4e+07,112360000,8.05061173052954,101973063.109823,8.00848546501924,8.57142857142857,0.933053210369387,37.5722545428428,1.57486725591349
"137","Phen_Ec_ane","trial_2","control","JV10_LB","T0",5400000,3400000,6.53147891704226,525357.021462548,5.72045454103261,NA,NA,NA,NA
"138","Phen_Ec_ane","trial_2","spent","JV10_ss","T0",3200000,2920000,6.46538285144842,241660.919471891,5.3832064235562,NA,NA,NA,NA
"139","Phen_Ec_ane","trial_2","spent","JV10_JV531_sp","T0",3200000,3240000,6.51054501020661,74833.1477354788,4.8740940135031,NA,NA,NA,NA
"140","Phen_Ec_ane","trial_2","spent","JV10_JV534_sp","T0",3800000,3880000,6.58883172559421,574804.314527996,5.75952001932417,NA,NA,NA,NA
"141","Phen_Ec_ane","trial_2","spent","JV10_JV537_sp","T0",3e+06,3640000,6.56110138364906,292574.776766556,5.46623688233858,NA,NA,NA,NA
"142","Phen_Ec_ane","trial_2","spent","JV10_JV540_sp","T0",3e+06,3080000,6.48855071650044,185472.369909914,5.26827922128576,NA,NA,NA,NA
"143","Phen_Ec_ane","trial_2","control","JV10_LB","T24",3.4e+08,4.64e+08,8.66651798055488,62417946.137309,7.79530947410329,62.962962962963,1.79908515721929,150.654217242453,2.17798129332428
"144","Phen_Ec_ane","trial_2","spent","JV10_ss","T24",3e+06,5640000,6.75127910398334,1178812.96226331,6.07144490271952,0.9375,-0.0280287236002435,1.99142156862745,0.299163206561032
"145","Phen_Ec_ane","trial_2","spent","JV10_JV531_sp","T24",1.8e+07,11400000,7.05690485133647,3140700.55879258,6.49702653179384,5.625,0.7501225267834,3.50058823529412,0.54414102888652
"146","Phen_Ec_ane","trial_2","spent","JV10_JV534_sp","T24",9200000,13480000,7.1296898921993,5687741.20367655,6.75493982745937,2.42105263157895,0.384004230728745,3.49201268584209,0.543075812748655
"147","Phen_Ec_ane","trial_2","spent","JV10_JV537_sp","T24",62000,12892400,7.11033377148332,8383954.7804124,6.923448927241,0.0206666666666667,-1.68472956522141,3.11059797979798,0.49284388560649
"148","Phen_Ec_ane","trial_2","spent","JV10_JV540_sp","T24",5.2e+08,112360000,8.05061173052954,101973063.109823,8.00848546501924,173.333333333333,2.23888208891514,37.5722545428428,1.57486725591349
"149","Phen_Ec_ane","trial_3","control","JV10_LB","T0",2800000,3400000,6.53147891704226,525357.021462548,5.72045454103261,NA,NA,NA,NA
